"Id","Prediction"
0,4221474
1,3639820.5
2,3075624.25
3,3075624.25
4,3503086
5,4221474
6,3741892.25
7,3503086
8,4648935.5
9,3460518.25
10,4221474
11,4221474
12,4396328
13,4396328
14,3892428.5
15,4648935.5
16,4648935.5
17,3503086
18,4648935.5
19,3503086
20,2596041.75
21,5006158.5
22,4070938
23,4648935.5
24,4648935.5
25,4221474
26,4070938
27,4396328
28,3503086
29,5535398.5
30,3577877.75
31,2746578
32,3075624.25
33,4221474
34,3432846.75
35,3892428.5
36,3757180
37,4051661.5
38,4099115
39,3329717.75
40,5717767.5
41,4221474
42,4661492
43,4221474
44,4648935.5
45,4396328
46,2925088
47,2746578
48,5006158.5
49,3757180
50,4221474
51,3503086
52,4648935.5
53,3352549.75
54,3818330
55,4498399.5
56,4648935.5
57,3503086
58,4498399.5
59,4648935.5
60,2850135.75
61,3818330
62,4051661.5
63,4070938
64,4221474
65,5006158.5
66,4396328
67,5788007
68,5006158.5
69,4498399.5
70,4070938
71,2746578
72,4221474
73,3639820.5
74,5006158.5
75,4221474
76,4648935.5
77,4114402.75
78,4648935.5
79,4396328
80,4648935.5
81,4498399.5
82,3412513
83,4070938
84,4648935.5
85,2953264.5
86,5210008
87,4221474
88,3892428.5
89,3503086
90,4648935.5
91,4070938
92,3741892.25
93,4642156.5
94,4648935.5
95,3503086
96,4396328
97,4221474
98,4070938
99,4498399.5
100,5356041
101,3489284.25
102,3606643.75
103,3179181.5
104,4099115
105,3639820.5
106,3968866.25
107,5506577
108,4498399.5
109,4578696.5
110,4648935.5
111,4642156.5
112,4648935.5
113,4249650.5
114,4070938
115,5006158.5
116,2925088
117,5788007
118,4221474
119,4396328
120,5006158.5
121,4648935.5
122,4578696.5
123,5788007
124,3503086
125,3818330
126,5608704.5
127,4070938
128,3082674.5
129,5264038
130,2850135.75
131,5608704.5
132,4648935.5
133,3295153.5
134,4304269.5
135,3713126.25
136,3757180
137,4051661.5
138,4297489.5
139,4221474
140,4648935.5
141,2925088
142,4498399.5
143,2850135.75
144,4498399.5
145,3562590
146,4648935.5
147,3741892.25
148,4396328
149,4648935.5
150,4070938
151,3000672
152,4648935.5
153,5006158.5
154,3741892.25
155,4396328
156,4648935.5
157,4648935.5
158,3352549.75
159,4070938
160,3075624.25
161,4070938
162,4099115
163,4648935.5
164,4648935.5
165,3000672
166,3968866.25
167,3860308.75
168,5177531.5
169,4648935.5
170,4221474
171,2925088
172,2730957.25
173,3892428.5
174,4428160.5
175,2746578
176,4648935.5
177,4648935.5
178,4880961.5
179,3329717.75
180,4498399.5
181,4070938
182,4396328
183,4396328
184,4469633
185,3818330
186,4249650.5
187,5788007
188,4648935.5
189,4648935.5
190,4396328
191,4648935.5
192,4648935.5
193,3503086
194,5177531.5
195,3892428.5
196,3968866.25
197,2746578
198,3503086
199,4221474
200,3892428.5
201,3503086
202,4221474
203,3892428.5
204,4221474
205,5783503
206,5410070.5
207,3891635.75
208,4498399.5
209,4070938
210,4648935.5
211,4648935.5
212,3503086
213,2925088
214,4648935.5
215,2596041.75
216,4648935.5
217,4498399.5
218,4221474
219,2925088
220,4648935.5
221,4304269.5
222,4648935.5
223,4070938
224,4648935.5
225,3624199.25
226,3503086
227,4648935.5
228,3329717.75
229,5788007
230,4648935.5
231,4648935.5
232,4396328
233,3639820.5
234,3329717.75
235,5006158.5
236,4070938
237,4070938
238,3757180
239,3789564
240,5107936.5
241,4070938
242,2925088
243,4957400
244,4826856
245,4396328
246,4070938
247,4648935.5
248,4070938
249,4221474
250,2580421
251,4648935.5
252,4648935.5
253,4070938
254,4648935.5
255,3757180
256,3892428.5
257,4396328
258,4099115
259,4070938
260,4221474
261,3503086
262,4648935.5
263,3968866.25
264,2596041.75
265,4648935.5
266,4221474
267,4648935.5
268,4221474
269,4221474
270,3818330
271,3103800.5
272,4648935.5
273,4221474
274,3968866.25
275,5788007
276,4648935.5
277,4648935.5
278,4221474
279,3892428.5
280,4648935.5
281,3757180
282,3179181.5
283,4070938
284,4648935.5
285,2850135.75
286,5006158.5
287,3294360.75
288,4396328
289,4064158.5
290,3968866.25
291,4221474
292,2925088
293,5360544.5
294,3741892.25
295,5788007
296,5177531.5
297,4221474
298,3892428.5
299,4648935.5
300,5356096
301,4396328
302,4648935.5
303,4648935.5
304,3968866.25
305,4469633
306,4498399.5
307,4648935.5
308,2746578
309,4070938
310,4396328
311,3741892.25
312,3329717.75
313,4124967
314,2896322
315,3503086
316,2746578
317,4221474
318,4648935.5
319,3503086
320,3503086
321,3709772.25
322,4221474
323,4648935.5
324,5006158.5
325,3503086
326,4648935.5
327,4396328
328,4221474
329,5360544.5
330,2746578
331,4498399.5
332,5006158.5
333,5788007
334,5360544.5
335,4498399.5
336,4099115
337,4498399.5
338,3757180
339,3075624.25
340,5040195.5
341,4498399.5
342,4221474
343,4498399.5
344,5506577
345,4070938
346,3757180
347,4648935.5
348,2596041.75
349,4648935.5
350,4648935.5
351,4498399.5
352,4648935.5
353,3503086
354,3968866.25
355,4642156.5
356,5006158.5
357,4396328
358,4648935.5
359,4648935.5
360,5264038
361,4070938
362,4221474
363,4498399.5
364,4498399.5
365,3503086
366,2850135.75
367,3741892.25
368,3741892.25
369,4221474
370,3968866.25
371,4648935.5
372,5506577
373,5788007
374,3757180
375,4648935.5
376,3741892.25
377,3503086
378,5788007
379,4221474
380,4396328
381,4070938
382,3075624.25
383,6291262.5
384,3503086
385,4648935.5
386,3503086
387,4648935.5
388,4396328
389,5011429.5
390,4648935.5
391,3503086
392,3503086
393,3892428.5
394,5788007
395,3860308.75
396,4498399.5
397,4648935.5
398,4221474
399,4648935.5
400,4099115
401,3892428.5
402,3075624.25
403,4498399.5
404,4428160.5
405,3968866.25
406,4648935.5
407,4070938
408,2850135.75
409,4428160.5
410,3179181.5
411,3503086
412,3892428.5
413,4319097
414,4469633
415,3757180
416,6145230
417,2925088
418,4578696.5
419,3503086
420,4396328
421,4648935.5
422,4070938
423,3892428.5
424,4648935.5
425,4648935.5
426,4221474
427,3179181.5
428,5443340.5
429,3179181.5
430,3741892.25
431,4221474
432,2925088
433,3757180
434,3757180
435,4648935.5
436,3503086
437,3489284.25
438,3885649
439,4396328
440,4648935.5
441,4753550.5
442,5177531.5
443,4648935.5
444,5190732
445,4221474
446,5788007
447,4498399.5
448,4498399.5
449,5788007
450,5788007
451,3639820.5
452,3075624.25
453,6145230
454,3892428.5
455,4428160.5
456,2746578
457,4428160.5
458,3697505
459,3741892.25
460,4648935.5
461,4396328
462,4648935.5
463,2746578
464,4648935.5
465,3818330
466,4070938
467,3179181.5
468,3892428.5
469,3968866.25
470,4221474
471,3697505
472,3741892.25
473,4221474
474,4070938
475,3968866.25
476,3741892.25
477,5965927.5
478,4221474
479,5783503
480,3503086
481,5788007
482,3503086
483,4498399.5
484,5788007
485,3329717.75
486,4648935.5
487,4396328
488,4648935.5
489,3818330
490,4648935.5
491,4099115
492,4648935.5
493,4648935.5
494,5006158.5
495,4070938
496,4396328
497,3639820.5
498,4221474
499,3968866.25
500,4221474
501,2925088
502,4221474
503,6145230
504,3503086
505,3968866.25
506,3503086
507,4396328
508,2925088
509,4648935.5
510,4648935.5
511,5006158.5
512,2850135.75
513,4498399.5
514,4249650.5
515,2925088
516,3639820.5
517,4648935.5
518,4070938
519,4648935.5
520,3352549.75
521,5934039.5
522,5788007
523,4648935.5
524,3892428.5
525,4648935.5
526,2746578
527,5608704.5
528,4648935.5
529,4221474
530,4099115
531,3503086
532,4648935.5
533,4221474
534,4753550.5
535,4221474
536,3968866.25
537,2896322
538,4428160.5
539,4648935.5
540,4070938
541,2828580.5
542,3503086
543,3892428.5
544,3968866.25
545,5006158.5
546,2925088
547,3329717.75
548,3352549.75
549,4221474
550,4070938
551,4070938
552,3606643.75
553,4070938
554,4221474
555,4648935.5
556,3741892.25
557,4498399.5
558,4880961.5
559,3892428.5
560,4221474
561,4648935.5
562,2925088
563,4221474
564,3352549.75
565,4396328
566,3639820.5
567,4648935.5
568,4070938
569,3075624.25
570,4396328
571,5788007
572,3892428.5
573,4648935.5
574,4221474
575,3489284.25
576,5788007
577,4114402.75
578,3872359.25
579,4396328
580,3329717.75
581,4855622.5
582,4648935.5
583,3606643.75
584,4396328
585,3892428.5
586,3818330
587,3968866.25
588,4221474
589,3872359.25
590,3503086
591,4648935.5
592,3892428.5
593,3075624.25
594,3968866.25
595,4099115
596,3503086
597,3503086
598,4070938
599,5360544.5
600,4648935.5
601,4648935.5
602,5030705.5
603,3000672
604,3282310.75
605,3075624.25
606,3075624.25
607,4249650.5
608,2925088
609,4648935.5
610,4648935.5
611,2596041.75
612,4070938
613,4221474
614,4648935.5
615,3735112.75
616,4221474
617,4396328
618,5788007
619,4396328
620,4221474
621,4648935.5
622,5965927.5
623,4396328
624,2746578
625,4498399.5
626,4648935.5
627,4648935.5
628,3892428.5
629,3503086
630,4648935.5
631,5264038
632,4648935.5
633,4648935.5
634,2746578
635,3860308.75
636,4648935.5
637,4221474
638,3503086
639,5190732
640,4124967
641,5006158.5
642,2580421
643,4304269.5
644,4498399.5
645,3741892.25
646,4396328
647,4428160.5
648,3540982
649,3075624.25
650,3639820.5
651,4498399.5
652,4648935.5
653,4648935.5
654,3503086
655,5788007
656,3639820.5
657,4648935.5
658,4221474
659,3892428.5
660,4648935.5
661,4648935.5
662,4648935.5
663,4855622.5
664,4221474
665,3757180
666,5788007
667,3329717.75
668,4396328
669,4070938
670,4221474
671,4648935.5
672,3503086
673,4221474
674,4648935.5
675,3075624.25
676,3757180
677,3075624.25
678,4428160.5
679,4498399.5
680,3892428.5
681,4648935.5
682,2925088
683,4396328
684,4648935.5
685,4648935.5
686,3503086
687,3489284.25
688,4648935.5
689,3352549.75
690,3721823
691,3352549.75
692,3075624.25
693,3075624.25
694,3075624.25
695,2580421
696,4070938
697,5360544.5
698,3741892.25
699,3352549.75
700,4648935.5
701,3892428.5
702,4648935.5
703,5360544.5
